ARTWORK,DATE,SOURCE TITLE,SOURCE IMAGE
"<src: https://static.jojowiki.com/images/8/8b/latest/20191015214456/ArakiPointBlanc.jpg?20191015214456
alt: File:ArakiPointBlanc.jpg>
<src: https://static.jojowiki.com/images/thumb/a/a5/latest/20191015215235/ArakiPointBlanc.png/434px-ArakiPointBlanc.png?20191015215235
alt: File:ArakiPointBlanc.png>
","December 13, 2002",Her Majesty the Queen's Boy Spy Alex Rider - Point Blanc (Cover),"<src: https://static.jojowiki.com/images/9/98/latest/20191207101830/PointBlancCover.png?20191207101830
alt: File:PointBlancCover.png>
<src: https://static.jojowiki.com/images/thumb/d/d3/latest/20191015220106/AlexPointBlanc.jpg/444px-AlexPointBlanc.jpg?20191015220106
alt: File:AlexPointBlanc.jpg>
"
"<src: https://static.jojowiki.com/images/thumb/6/66/latest/20230708015727/JOJOVELLER_Pg._172_3.jpg/800px-JOJOVELLER_Pg._172_3.jpg?20230708015727
alt: File:JOJOVELLER Pg. 172 3.jpg>
","December 19, 2002",Ultra Jump January 2003 - Jolyne Cujoh (Poster),"<src: https://static.jojowiki.com/images/thumb/2/26/latest/20191015214923/UJ2003No1.png/800px-UJ2003No1.png?20191015214923
alt: File:UJ2003No1.png>
<src: https://static.jojowiki.com/images/5/52/latest/20191015214557/Ultra_Jump_January_2003.jpg?20191015214557
alt: File:Ultra Jump January 2003.jpg>
"
"<src: https://static.jojowiki.com/images/thumb/4/4f/latest/20230708015820/JOJOVELLER_Pg._172_1.jpg/800px-JOJOVELLER_Pg._172_1.jpg?20230708015820
alt: File:JOJOVELLER Pg. 172 1.jpg>
","December 19, 2002",Ultra Jump January 2003 - Irene Rapona (Poster),"<src: https://static.jojowiki.com/images/thumb/c/c3/latest/20200406045259/UJ2003No1b.png/731px-UJ2003No1b.png?20200406045259
alt: File:UJ2003No1b.png>
<src: https://static.jojowiki.com/images/5/52/latest/20191015214557/Ultra_Jump_January_2003.jpg?20191015214557
alt: File:Ultra Jump January 2003.jpg>
"
"<src: https://static.jojowiki.com/images/thumb/1/1a/latest/20230220190012/UJ2003No1UJPress.png/687px-UJ2003No1UJPress.png?20230220190012
alt: File:UJ2003No1UJPress.png>
","December 19, 2002",Ultra Jump January 2003 - Jolyne Cujoh & Irene Rapona (UJ PRESS),"<src: https://static.jojowiki.com/images/5/52/latest/20191015214557/Ultra_Jump_January_2003.jpg?20191015214557
alt: File:Ultra Jump January 2003.jpg>
"
"<src: https://static.jojowiki.com/images/1/11/latest/20191015215721/JolynePostcard.jpg?20191015215721
alt: File:JolynePostcard.jpg>
",2002,Hirohiko Araki Autograph - Jolyne (Postcard),"<src: https://static.jojowiki.com/images/1/11/latest/20191015215721/JolynePostcard.jpg?20191015215721
alt: File:JolynePostcard.jpg>
"
"<src: https://static.jojowiki.com/images/thumb/e/e3/latest/20230618031152/ArakiAutograph2002-Giorno.png/528px-ArakiAutograph2002-Giorno.png?20230618031152
alt: File:ArakiAutograph2002-Giorno.png>
",2002,Giorno Illustration (Autograph),"<src: https://static.jojowiki.com/images/thumb/0/0b/latest/20230618031151/2002_Giorno_Autograph.png/450px-2002_Giorno_Autograph.png?20230618031151
alt: File:2002 Giorno Autograph.png>
"
"<src: https://static.jojowiki.com/images/thumb/9/9f/latest/20200117042313/WSJ2003No5C.png/607px-WSJ2003No5C.png?20200117042313
alt: File:WSJ2003No5C.png>
","January 22, 2003",Weekly Shonen Jump 2003 Issue #5 (Cover),"<src: https://static.jojowiki.com/images/thumb/5/54/latest/20200708013137/Weekly_Jump_January_22_2003.jpg/410px-Weekly_Jump_January_22_2003.jpg?20200708013137
alt: File:Weekly Jump January 22 2003.jpg>
"
"<src: https://static.jojowiki.com/images/thumb/8/85/latest/20200117042437/WSJ2003No6-7C.png/600px-WSJ2003No6-7C.png?20200117042437
alt: File:WSJ2003No6-7C.png>
","January 23, 2003",Weekly Shonen Jump 2003 Issue #6-7 (Cover),"<src: https://static.jojowiki.com/images/thumb/0/0a/latest/20200623220836/Weekly_Jump_January_23_2003.jpg/418px-Weekly_Jump_January_23_2003.jpg?20200623220836
alt: File:Weekly Jump January 23 2003.jpg>
"
"<src: https://static.jojowiki.com/images/thumb/5/56/latest/20200117042621/JumpComicsSO15.jpg/413px-JumpComicsSO15.jpg?20200117042621
alt: File:JumpComicsSO15.jpg>
","February 4, 2003",Jump Comics Stone Ocean - SO Volume 15 (Cover),"<src: https://static.jojowiki.com/images/thumb/a/ab/latest/20191015215611/Volume_78.jpg/368px-Volume_78.jpg?20191015215611
alt: File:Volume 78.jpg>
"
"<src: https://static.jojowiki.com/images/thumb/0/08/latest/20200117043541/WSJ2003No12C.png/423px-WSJ2003No12C.png?20200117043541
alt: File:WSJ2003No12C.png>
","February 18, 2003",Weekly Shonen Jump 2003 Issue #12 (Cover),"<src: https://static.jojowiki.com/images/thumb/7/7d/latest/20210726170901/Weekly_Jump_March_3_2003.png/420px-Weekly_Jump_March_3_2003.png?20210726170901
alt: File:Weekly Jump March 3 2003.png>
"
"<src: https://static.jojowiki.com/images/thumb/f/f7/latest/20201114232224/SO_Chapter_151_Magazine_Cover_A.png/397px-SO_Chapter_151_Magazine_Cover_A.png?20201114232224
alt: File:SO Chapter 151 Magazine Cover A.png>
","February 18, 2003",Weekly Shonen Jump 2003 Issue #12 (Color Page),"<src: https://static.jojowiki.com/images/thumb/f/f7/latest/20201114232224/SO_Chapter_151_Magazine_Cover_A.png/397px-SO_Chapter_151_Magazine_Cover_A.png?20201114232224
alt: File:SO Chapter 151 Magazine Cover A.png>
"
"<src: https://static.jojowiki.com/images/thumb/b/b7/latest/20211123230137/SO_Chapter_151_Cover_B_clean.jpg/437px-SO_Chapter_151_Cover_B_clean.jpg?20211123230137
alt: File:SO Chapter 151 Cover B clean.jpg>
","February 18, 2003",Weekly Shonen Jump 2003 Issue #12 (Title Page),"<src: https://static.jojowiki.com/images/thumb/b/bd/latest/20210411160421/SO_Chapter_151_Magazine_Cover_B.png/439px-SO_Chapter_151_Magazine_Cover_B.png?20210411160421
alt: File:SO Chapter 151 Magazine Cover B.png>
"
"<src: https://static.jojowiki.com/images/thumb/6/64/latest/20200606075008/BaohDVD2003.png/421px-BaohDVD2003.png?20200606075008
alt: File:BaohDVD2003.png>
","April 2, 2003",Baoh the Visitor OVA - DVD (Package),"<src: https://static.jojowiki.com/images/thumb/1/13/latest/20210127200501/BaohTheVisitor.jpg/421px-BaohTheVisitor.jpg?20210127200501
alt: File:BaohTheVisitor.jpg>
"
"<src: https://static.jojowiki.com/images/thumb/7/7e/latest/20210116065354/JumpComicsSO16.png/421px-JumpComicsSO16.png?20210116065354
alt: File:JumpComicsSO16.png>
","April 4, 2003",Jump Comics Stone Ocean - SO Volume 16 (Cover),"<src: https://static.jojowiki.com/images/thumb/0/0f/latest/20191015220032/Volume_79.jpg/380px-Volume_79.jpg?20191015220032
alt: File:Volume 79.jpg>
"
"<src: https://static.jojowiki.com/images/thumb/0/04/latest/20200117050312/JolyneParis.png/417px-JolyneParis.png?20200117050312
alt: File:JolyneParis.png>
","April 10, 2003","JOJO in Paris Exhibition (Original Illustration)""Jolyne in Spring""84 cm × 59 cm (33 in × 23 in)","<src: https://static.jojowiki.com/images/a/a7/latest/20191015213354/Jojo_in_paris_6.png?20191015213354
alt: File:Jojo in paris 6.png>
"
"<src: https://static.jojowiki.com/images/thumb/3/3a/latest/20200116190800/GiornoPurplePink.png/424px-GiornoPurplePink.png?20200116190800
alt: File:GiornoPurplePink.png>
","April 10, 2003","JOJO in Paris Exhibition (Original Illustration)""Giorno in Spring""84 cm × 59 cm (33 in × 23 in)","<src: https://static.jojowiki.com/images/0/08/latest/20210214014942/Jojo_in_paris_13.png?20210214014942
alt: File:Jojo in paris 13.png>
"
"<src: https://static.jojowiki.com/images/thumb/d/db/latest/20210920072223/ArakiAutograph2003-Polnareff.png/450px-ArakiAutograph2003-Polnareff.png?20210920072223
alt: File:ArakiAutograph2003-Polnareff.png>
",April 2003,JOJO in Paris ExhibitionPolnareff illustration (Autograph),"<src: https://static.jojowiki.com/images/thumb/d/d0/latest/20220409183829/2003_Polnareff_Autograph.jpg/450px-2003_Polnareff_Autograph.jpg?20220409183829
alt: File:2003 Polnareff Autograph.jpg>
"
"<src: https://static.jojowiki.com/images/thumb/3/3d/latest/20230604002041/ArakiAutographApril2003-Polnareff.png/370px-ArakiAutographApril2003-Polnareff.png?20230604002041
alt: File:ArakiAutographApril2003-Polnareff.png>
",April 2003,JOJO in Paris ExhibitionPolnareff and Silver Chariot illustration (Autograph),"<src: https://static.jojowiki.com/images/thumb/a/af/latest/20220409183830/April_2003_Polnareff_Autograph.jpg/417px-April_2003_Polnareff_Autograph.jpg?20220409183830
alt: File:April 2003 Polnareff Autograph.jpg>
"
"<src: https://static.jojowiki.com/images/thumb/9/9f/latest/20220413233635/ArakiAutographApril2003-Jotaro.png/473px-ArakiAutographApril2003-Jotaro.png?20220413233635
alt: File:ArakiAutographApril2003-Jotaro.png>
",April 2003,JOJO in Paris ExhibitionJotaro illustration (Autograph),"<src: https://static.jojowiki.com/images/thumb/3/33/latest/20220413233636/April_2003_Jotaro_Autograph.jpg/800px-April_2003_Jotaro_Autograph.jpg?20220413233636
alt: File:April 2003 Jotaro Autograph.jpg>
"
"<src: https://static.jojowiki.com/images/thumb/0/0a/latest/20230605013441/ArakiAutographApril_%2703-Jotaro.jpeg/435px-ArakiAutographApril_%2703-Jotaro.jpeg?20230605013441
alt: File:ArakiAutographApril '03-Jotaro.jpeg>
",April 2003,JOJO in Paris ExhibitionJotaro illustration (Autograph),"<src: https://static.jojowiki.com/images/thumb/b/be/latest/20220904233906/Jotaro_Autograph_April_2003.jpg/435px-Jotaro_Autograph_April_2003.jpg?20220904233906
alt: File:Jotaro Autograph April 2003.jpg>
"
"<src: https://static.jojowiki.com/images/thumb/a/a2/latest/20230605021752/ArakiAutographApril2003-Killer_Queen.jpeg/444px-ArakiAutographApril2003-Killer_Queen.jpeg?20230605021752
alt: File:ArakiAutographApril2003-Killer Queen.jpeg>
",April 2003,JOJO in Paris ExhibitionKiller Queen illustration (Autograph),"<src: https://static.jojowiki.com/images/thumb/f/f3/latest/20220904233906/April_2003_Killer_Queen_Autograph.jpg/444px-April_2003_Killer_Queen_Autograph.jpg?20220904233906
alt: File:April 2003 Killer Queen Autograph.jpg>
"
"<src: https://static.jojowiki.com/images/thumb/4/40/latest/20230606010814/2003_Jotaro_Autograph_clean.png/511px-2003_Jotaro_Autograph_clean.png?20230606010814
alt: File:2003 Jotaro Autograph clean.png>
",April 2003,JOJO in Paris ExhibitionJotaro illustration (Autograph),"<src: https://static.jojowiki.com/images/7/79/latest/20220409215923/2003_Jotaro_Autograph.jpg?20220409215923
alt: File:2003 Jotaro Autograph.jpg>
"
"<src: https://static.jojowiki.com/images/thumb/7/7b/latest/20230625165432/ArakiAutograph2003-Jotaro.png/358px-ArakiAutograph2003-Jotaro.png?20230625165432
alt: File:ArakiAutograph2003-Jotaro.png>
",April 2003,JOJO in Paris ExhibitionJotaro illustration (Autograph),"<src: https://static.jojowiki.com/images/thumb/3/34/latest/20230625165433/April_03_Jotaro_Autograph.jpg/358px-April_03_Jotaro_Autograph.jpg?20230625165433
alt: File:April 03 Jotaro Autograph.jpg>
"
"<src: https://static.jojowiki.com/images/4/42/latest/20230714030815/DVDanime_Jotaro_Autograph_2003.jpg?20230714030815
alt: File:DVDanime Jotaro Autograph 2003.jpg>
",April 2003,JOJO in Paris ExhibitionJotaro illustration (Autograph),"<src: https://static.jojowiki.com/images/4/42/latest/20230714030815/DVDanime_Jotaro_Autograph_2003.jpg?20230714030815
alt: File:DVDanime Jotaro Autograph 2003.jpg>
"
"<src: https://static.jojowiki.com/images/f/fb/latest/20230715081805/ArakiAutograph-Jotaro2003.jpg?20230715081805
alt: File:ArakiAutograph-Jotaro2003.jpg>
",April 2003,JOJO in Paris ExhibitionJotaro illustration (Autograph),"<src: https://static.jojowiki.com/images/2/20/latest/20230715081806/J%27ai_Lu_2003_Jotaro_Autograph.jpg?20230715081806
alt: File:J'ai Lu 2003 Jotaro Autograph.jpg>
"
"<src: https://static.jojowiki.com/images/thumb/9/97/latest/20220814230313/JolyneNeo.png/432px-JolyneNeo.png?20220814230313
alt: File:JolyneNeo.png>
","April 28, 2003",Weekly Shonen Jump 2003 Issue #20The Matrix Reloaded Support Project NEO x Jolyne (Inside Illustration),"<src: https://static.jojowiki.com/images/thumb/1/1a/latest/20221124153154/JolyneNeo2.jpg/385px-JolyneNeo2.jpg?20221124153154
alt: File:JolyneNeo2.jpg>
<src: https://static.jojowiki.com/images/thumb/9/95/latest/20191019060521/WSJArakiMatrix.jpg/417px-WSJArakiMatrix.jpg?20191019060521
alt: File:WSJArakiMatrix.jpg>
"
"<src: https://static.jojowiki.com/images/thumb/0/0c/latest/20191015214714/AlexSkeletonKey.png/425px-AlexSkeletonKey.png?20191015214714
alt: File:AlexSkeletonKey.png>
<src: https://static.jojowiki.com/images/thumb/f/f5/latest/20191015213925/ArakiSkeletonKey.jpg/408px-ArakiSkeletonKey.jpg?20191015213925
alt: File:ArakiSkeletonKey.jpg>
","June 1, 2003",Her Majesty the Queen's Boy Spy Alex Rider - Skeleton Key (Cover),"<src: https://static.jojowiki.com/images/b/b6/latest/20191207101829/SkeletonKeyCover.png?20191207101829
alt: File:SkeletonKeyCover.png>
<src: https://static.jojowiki.com/images/thumb/a/af/latest/20221125002058/AlexSkeletonKey.jpg/413px-AlexSkeletonKey.jpg?20221125002058
alt: File:AlexSkeletonKey.jpg>
"
"<src: https://static.jojowiki.com/images/thumb/d/d0/latest/20191015215718/JumpComicsSO17.jpg/395px-JumpComicsSO17.jpg?20191015215718
alt: File:JumpComicsSO17.jpg>
<src: https://static.jojowiki.com/images/thumb/4/40/latest/20200116073333/JumpComicsSO17clean.jpg/430px-JumpComicsSO17clean.jpg?20200116073333
alt: File:JumpComicsSO17clean.jpg>
","July 4, 2003",Jump Comics Stone Ocean - SO Volume 17 (Cover),"<src: https://static.jojowiki.com/images/thumb/a/a6/latest/20191015214320/Volume_80.jpg/400px-Volume_80.jpg?20191015214320
alt: File:Volume 80.jpg>
"
"<src: https://static.jojowiki.com/images/thumb/b/b2/latest/20200924184706/SO_Volume_1-17_Spine_Art.png/800px-SO_Volume_1-17_Spine_Art.png?20200924184706
alt: File:SO Volume 1-17 Spine Art.png>
<src: https://static.jojowiki.com/images/thumb/e/e5/latest/20210503200303/SO_Manga_Spine_Clean.png/800px-SO_Manga_Spine_Clean.png?20210503200303
alt: File:SO Manga Spine Clean.png>
","July 4, 2003",Jump Comics Stone Ocean SO Volume 1 - SO Volume 17 (Spine Illustration),"<src: https://static.jojowiki.com/images/b/bc/latest/20200606103355/StoneOceanVolumes.jpg?20200606103355
alt: File:StoneOceanVolumes.jpg>
"
"<src: https://static.jojowiki.com/images/thumb/4/4d/latest/20220416032443/AnimeExpo2003_-_Jotaro_Autograph.png/602px-AnimeExpo2003_-_Jotaro_Autograph.png?20220416032443
alt: File:AnimeExpo2003 - Jotaro Autograph.png>
","July 4, 2003",Anime Expo 2003 Jotaro illustration (Envelope Autograph),"<src: https://static.jojowiki.com/images/thumb/4/4d/latest/20220416032443/AnimeExpo2003_-_Jotaro_Autograph.png/602px-AnimeExpo2003_-_Jotaro_Autograph.png?20220416032443
alt: File:AnimeExpo2003 - Jotaro Autograph.png>
"
"<src: https://static.jojowiki.com/images/thumb/a/a4/latest/20200116194823/UJ2003No8LivesT.png/335px-UJ2003No8LivesT.png?20200116194823
alt: File:UJ2003No8LivesT.png>
","July 19, 2003",Ultra Jump August 2003Winchester Mystery House (Title Page),"<src: https://static.jojowiki.com/images/thumb/0/02/latest/20211112222148/Winchester_Mystery_House_Magazine_Cover.png/416px-Winchester_Mystery_House_Magazine_Cover.png?20211112222148
alt: File:Winchester Mystery House Magazine Cover.png>
<src: https://static.jojowiki.com/images/thumb/0/0d/latest/20211118005501/Ultra_Jump_August_2003.jpg/417px-Ultra_Jump_August_2003.jpg?20211118005501
alt: File:Ultra Jump August 2003.jpg>
"
"<src: https://static.jojowiki.com/images/thumb/0/0a/latest/20200630221524/Eccentrics_Reverse_Cover3.jpg/700px-Eccentrics_Reverse_Cover3.jpg?20200630221524
alt: File:Eccentrics Reverse Cover3.jpg>
","July 19, 2003",Ultra Jump August 2003Winchester Mystery House (Color Page),"<src: https://static.jojowiki.com/images/thumb/c/c2/latest/20220215153618/Winchester_Mystery_House%2C_page_2.png/800px-Winchester_Mystery_House%2C_page_2.png?20220215153618
alt: File:Winchester Mystery House, page 2.png>
"
"<src: https://static.jojowiki.com/images/thumb/e/ea/latest/20200630221522/Eccentrics_Reverse_Cover2.jpg/278px-Eccentrics_Reverse_Cover2.jpg?20200630221522
alt: File:Eccentrics Reverse Cover2.jpg>
","July 19, 2003",Ultra Jump August 2003Winchester Mystery House (Color Page),"<src: https://static.jojowiki.com/images/thumb/3/30/latest/20220215150211/Winchester_Mystery_House%2C_page_4.png/423px-Winchester_Mystery_House%2C_page_4.png?20220215150211
alt: File:Winchester Mystery House, page 4.png>
"
"<src: https://static.jojowiki.com/images/thumb/b/b3/latest/20200116195007/UJ2003No9LivesT.png/422px-UJ2003No9LivesT.png?20200116195007
alt: File:UJ2003No9LivesT.png>
","August 19, 2003",Ultra Jump September 2003Typhoid Mary (Title Page),"<src: https://static.jojowiki.com/images/thumb/b/b1/latest/20221104005716/Typhoid_Mary_Magazine_Cover.png/405px-Typhoid_Mary_Magazine_Cover.png?20221104005716
alt: File:Typhoid Mary Magazine Cover.png>
<src: https://static.jojowiki.com/images/1/19/latest/20191015213903/Ultra_Jump_September_2003.jpg?20191015213903
alt: File:Ultra Jump September 2003.jpg>
"
"<src: https://static.jojowiki.com/images/thumb/d/dd/latest/20200404182712/Typhoid_Mary%2C_page_2.png/426px-Typhoid_Mary%2C_page_2.png?20200404182712
alt: File:Typhoid Mary, page 2.png>
","August 19, 2003",Ultra Jump September 2003Typhoid Mary (Color Page),"<src: https://static.jojowiki.com/images/thumb/8/80/latest/20221104010139/Typhoid_Mary_Magazine_Page_2.png/400px-Typhoid_Mary_Magazine_Page_2.png?20221104010139
alt: File:Typhoid Mary Magazine Page 2.png>
<src: https://static.jojowiki.com/images/1/19/latest/20191015213903/Ultra_Jump_September_2003.jpg?20191015213903
alt: File:Ultra Jump September 2003.jpg>
"
"<src: https://static.jojowiki.com/images/thumb/7/7c/latest/20230618030547/ArakiAutograph2003-Jolyne.png/531px-ArakiAutograph2003-Jolyne.png?20230618030547
alt: File:ArakiAutograph2003-Jolyne.png>
",Summer 2003,Jolyne Illustration (Autograph),"<src: https://static.jojowiki.com/images/thumb/1/17/latest/20230618030855/Jolyne_Shikishi_Autograph.jpeg/529px-Jolyne_Shikishi_Autograph.jpeg?20230618030855
alt: File:Jolyne Shikishi Autograph.jpeg>
"
"<src: https://static.jojowiki.com/images/f/f6/latest/20191015214209/ArakiEagleStrike.jpg?20191015214209
alt: File:ArakiEagleStrike.jpg>
<src: https://static.jojowiki.com/images/thumb/9/94/latest/20191015215228/ArakiEagleStrike.png/535px-ArakiEagleStrike.png?20191015215228
alt: File:ArakiEagleStrike.png>
","November 26, 2003",Her Majesty the Queen's Boy Spy Alex Rider - Eagle Strike (Cover),"<src: https://static.jojowiki.com/images/thumb/a/a7/latest/20221125005851/AlexEagleStrike.jpg/418px-AlexEagleStrike.jpg?20221125005851
alt: File:AlexEagleStrike.jpg>
"
"<src: https://static.jojowiki.com/images/thumb/4/4d/latest/20230708020503/JOJOVELLER_Pg._167.jpg/434px-JOJOVELLER_Pg._167.jpg?20230708020503
alt: File:JOJOVELLER Pg. 167.jpg>
<src: https://static.jojowiki.com/images/thumb/5/56/latest/20200116191245/JoJoBEAMS.png/400px-JoJoBEAMS.png?20200116191245
alt: File:JoJoBEAMS.png>
",2003,JOJO x BEAMS Collaboration T-shirt (Front Illustration),"<src: https://static.jojowiki.com/images/thumb/2/25/latest/20200512214914/JOJO_x_BEAMS_1.png/600px-JOJO_x_BEAMS_1.png?20200512214914
alt: File:JOJO x BEAMS 1.png>
"
"<src: https://static.jojowiki.com/images/thumb/7/7c/latest/20191015215702/JoJoBEAMS2.jpg/437px-JoJoBEAMS2.jpg?20191015215702
alt: File:JoJoBEAMS2.jpg>
",2003,JOJO x BEAMS Collaboration T-shirt (Back Illustration),"<src: https://static.jojowiki.com/images/thumb/5/5f/latest/20200731172330/JOJO_x_BEAMS_3.jpg/600px-JOJO_x_BEAMS_3.jpg?20200731172330
alt: File:JOJO x BEAMS 3.jpg>
"
"<src: https://static.jojowiki.com/images/thumb/9/90/latest/20191015212927/GiornoJolyne.jpg/428px-GiornoJolyne.jpg?20191015212927
alt: File:GiornoJolyne.jpg>
<src: https://static.jojowiki.com/images/thumb/b/b2/latest/20200116191347/JolyneGiorno.jpg/471px-JolyneGiorno.jpg?20200116191347
alt: File:JolyneGiorno.jpg>
",2003,JOJO x BEAMS Collaboration T-shirt (Back Illustration),"<src: https://static.jojowiki.com/images/thumb/a/aa/latest/20200512214941/JOJO_x_BEAMS_2.png/600px-JOJO_x_BEAMS_2.png?20200512214941
alt: File:JOJO x BEAMS 2.png>
"
"<src: https://static.jojowiki.com/images/thumb/1/11/latest/20191015215628/SBR2004.jpg/407px-SBR2004.jpg?20191015215628
alt: File:SBR2004.jpg>
","January 5, 2004",Weekly Shonen Jump 2004 Issue #6-7 (Next Issue Illustration),"<src: https://static.jojowiki.com/images/thumb/f/f9/latest/20220728022247/Part_7_Announcement_WSJ_Color.jpg/381px-Part_7_Announcement_WSJ_Color.jpg?20220728022247
alt: File:Part 7 Announcement WSJ Color.jpg>
"
"<src: https://static.jojowiki.com/images/thumb/9/91/latest/20220826225029/WSJ2004No8C.png/486px-WSJ2004No8C.png?20220826225029
alt: File:WSJ2004No8C.png>
","January 19, 2004",Weekly Shonen Jump 2004 Issue #8 (Cover),"<src: https://static.jojowiki.com/images/thumb/b/b0/latest/20191015215344/Weekly_Jump_February_2_2004.jpg/417px-Weekly_Jump_February_2_2004.jpg?20191015215344
alt: File:Weekly Jump February 2 2004.jpg>
"
"<src: https://static.jojowiki.com/images/thumb/5/55/latest/20201108233957/Steel_Ball_Run_Race_Logo.jpg/487px-Steel_Ball_Run_Race_Logo.jpg?20201108233957
alt: File:Steel Ball Run Race Logo.jpg>
","January 19, 2004",Weekly Shonen Jump 2004 Issue #8 (Title Page),"<src: https://static.jojowiki.com/images/thumb/a/ae/latest/20201108234125/SBR_Chapter_1_Magazine_Cover_A.png/400px-SBR_Chapter_1_Magazine_Cover_A.png?20201108234125
alt: File:SBR Chapter 1 Magazine Cover A.png>
"
"<src: https://static.jojowiki.com/images/thumb/2/2f/latest/20220623191602/WSJ2004No8.png/800px-WSJ2004No8.png?20220623191602
alt: File:WSJ2004No8.png>
","January 19, 2004",Weekly Shonen Jump 2004 Issue #8 (Title Page),"<src: https://static.jojowiki.com/images/c/c8/latest/20191015214230/SBR_Chapter_1_Magazine_Cover_B.jpg?20191015214230
alt: File:SBR Chapter 1 Magazine Cover B.jpg>
"
"<src: https://static.jojowiki.com/images/thumb/e/ee/latest/20230607180704/SBR_Chapter_1_page_4_color.png/391px-SBR_Chapter_1_page_4_color.png?20230607180704
alt: File:SBR Chapter 1 page 4 color.png>
","January 19, 2004",Weekly Shonen Jump 2004 Issue #8 (Color Page),"<src: https://static.jojowiki.com/images/thumb/e/ee/latest/20230607180704/SBR_Chapter_1_page_4_color.png/391px-SBR_Chapter_1_page_4_color.png?20230607180704
alt: File:SBR Chapter 1 page 4 color.png>
"
"<src: https://static.jojowiki.com/images/thumb/b/b2/latest/20230708014926/JOJOVELLER_Pg._170_1.jpg/783px-JOJOVELLER_Pg._170_1.jpg?20230708014926
alt: File:JOJOVELLER Pg. 170 1.jpg>
<src: https://static.jojowiki.com/images/thumb/d/d1/latest/20200921222721/JoJoPBOmnibusPoster.png/734px-JoJoPBOmnibusPoster.png?20200921222721
alt: File:JoJoPBOmnibusPoster.png>
<src: https://static.jojowiki.com/images/thumb/6/66/latest/20200117051820/SJR2004PhantomBlood.jpg/800px-SJR2004PhantomBlood.jpg?20200117051820
alt: File:SJR2004PhantomBlood.jpg>
","February 9, 2004",Shueisha Jump Remix - Phantom Blood Volume 1&2 (Cover),"<src: https://static.jojowiki.com/images/8/8b/latest/20191015214014/SJRv1_PB1.jpg?20191015214014
alt: File:SJRv1 PB1.jpg>
<src: https://static.jojowiki.com/images/9/97/latest/20191015212725/SJRv1_PB2.jpg?20191015212725
alt: File:SJRv1 PB2.jpg>
"
"<src: https://static.jojowiki.com/images/thumb/2/22/latest/20230220082634/WSJ2004No10.png/424px-WSJ2004No10.png?20230220082634
alt: File:WSJ2004No10.png>
","February 16, 2004",Weekly Shonen Jump 2004 Issue #10 (Title Page),"<src: https://static.jojowiki.com/images/thumb/4/4f/latest/20201108234602/SBR_Chapter_3_Magazine_Cover.jpg/418px-SBR_Chapter_3_Magazine_Cover.jpg?20201108234602
alt: File:SBR Chapter 3 Magazine Cover.jpg>
"
"<src: https://static.jojowiki.com/images/thumb/f/f4/latest/20221230213920/DiU_Bunko_bw_Logo.png/600px-DiU_Bunko_bw_Logo.png?20221230213920
alt: File:DiU Bunko bw Logo.png>
","February 18, 2004",Shueisha Comic Bunko - Diamond is Unbreakable Volume 1 (Emblem),"<src: https://static.jojowiki.com/images/thumb/3/3b/latest/20220602215157/Part_4_bunko_set.jpg/600px-Part_4_bunko_set.jpg?20220602215157
alt: File:Part 4 bunko set.jpg>
"
"<src: https://static.jojowiki.com/images/thumb/4/47/latest/20230707111053/JOJOVELLER_Pg._178%26179.jpg/800px-JOJOVELLER_Pg._178%26179.jpg?20230707111053
alt: File:JOJOVELLER Pg. 178&179.jpg>
","March 19, 2004",Ultra Jump April 2004 (Poster),"<src: https://static.jojowiki.com/images/thumb/1/1c/latest/20200406045044/GorgeousIrene03.png/740px-GorgeousIrene03.png?20200406045044
alt: File:GorgeousIrene03.png>
<src: https://static.jojowiki.com/images/5/5c/latest/20191015214141/Ultra_Jump_April_2004.jpg?20191015214141
alt: File:Ultra Jump April 2004.jpg>
"
"<src: https://static.jojowiki.com/images/0/02/latest/20191015220047/GorgeousIrene2004Emblem.png?20191015220047
alt: File:GorgeousIrene2004Emblem.png>
","March 19, 2004",Gorgeous Irene (Emblem)(Collector's Edition),"<src: https://static.jojowiki.com/images/thumb/1/1a/latest/20210913012731/GorgeousIreneCollectors.png/424px-GorgeousIreneCollectors.png?20210913012731
alt: File:GorgeousIreneCollectors.png>
"
"<src: https://static.jojowiki.com/images/thumb/8/82/latest/20220826030304/GyroBlueMaruJump.jpg/519px-GyroBlueMaruJump.jpg?20220826030304
alt: File:GyroBlueMaruJump.jpg>
<src: https://static.jojowiki.com/images/thumb/9/91/latest/20191015215754/GyroBlueMaruJump.png/468px-GyroBlueMaruJump.png?20191015215754
alt: File:GyroBlueMaruJump.png>
","April 1, 2004",Weekly Shonen Jump Special EditionREVOLUTION#BLUE (青マルジャンプ) (Cover),"<src: https://static.jojowiki.com/images/thumb/0/01/latest/20191015214813/Akamaru_Jump_Aomaru_April_1_2004.jpg/407px-Akamaru_Jump_Aomaru_April_1_2004.jpg?20191015214813
alt: File:Akamaru Jump Aomaru April 1 2004.jpg>
"
